"County
Name ","District
Name",Co/Dist Code,Site Code,School Site,Total Enrollment,Telephone,Principal,Principal's Email,Mailing Address,Mailing City,Mailing State,Mailing Zip,Physical Address,Physical City,Physical State,Physical Zip,Grades  (Low-High),Certified Staff
ROGER MILLS ,CHEYENNE                      ,65-I007,105,CHEYENNE ES                   ,273,(580) 497-2486,Belinda Chalfant,belinda.chalfant@cheyenne.k12.ok.us,Post Office Box 650,Cheyenne,OK,73628-0650,910 E Buster Avenue,Cheyenne,OK,73628,PK-08,31
ROGER MILLS ,CHEYENNE                      ,65-I007,705,CHEYENNE HS                   ,82,(580) 497-3371,Whitney Moore,whitney.moore@cheyenne.k12.ok.us,Post Office Box 650,Cheyenne,OK,73628-0650,910 E Buster Avenue,Cheyenne,OK,73628,12-Sep,21
ROGER MILLS ,SWEETWATER                    ,65-I015,105,SWEETWATER ES                 ,106,(580) 534-2272,Brenda Quinn,bquinn@sweetwater.k12.ok.us,11107 North Highway 30,Sweetwater,OK,73666,11107 North Highway 30,Sweetwater,OK,73666,PK-08,20
ROGER MILLS ,SWEETWATER                    ,65-I015,705,SWEETWATER HS                 ,23,(580) 534-2272,Casey Reed,creed@sweetwater.k12.ok.us,11107 North Highway 30,Sweetwater,OK,73666,11107 North Highway 30,Sweetwater,OK,73666,12-Sep,10
ROGER MILLS ,HAMMON                        ,65-I066,105,HAMMON ES                     ,189,(580) 473-2289,Jeff Morton,jmorton@hammon.k12.ok.us,Post Office Box 279,Hammon,OK,73650,802 Shockey St.,Hammon,OK,73650,PK-08,27
ROGER MILLS ,HAMMON                        ,65-I066,705,HAMMON HS                     ,54,(580) 473-2737,Mike Higgins,mhiggins@hammon.k12.ok.us,Post Office Box 279,Hammon,OK,73650,802 Shockey St.,Hammon,OK,73650,12-Sep,18
ROGERS      ,JUSTUS-TIAWAH                 ,66-C009,105,JUSTUS-TIAWAH PUBLIC SCHOOL   ,519,(918) 341-3626,Kim Larmon,klarmon@justustiawah.com,14902 East School Road,Claremore,OK,74019,14902 East School Road,Claremore,OK,74019,PK-08,39
ROGERS      ,CLAREMORE                     ,66-I001,105,CLAREMONT ES                  ,446,(918) 923-4202,Randa Fay,rfay@claremore.k12.ok.us,318 East Seventh Street,Claremore,OK,74017,318 East Seventh Street,Claremore,OK,74017,PK-05,35
ROGERS      ,CLAREMORE                     ,66-I001,110,ROOSA ES                      ,393,(918) 923-4206,Christine Willard,cwillard@claremore.k12.ok.us,2001 North Sioux Avenue,Claremore,OK,74017,2001 North Sioux Avenue,Claremore,OK,74017,PK-05,28
ROGERS      ,CLAREMORE                     ,66-I001,115,WESTSIDE ES                   ,519,(918) 923-4201,Glen Abshere,gabshere@claremore.k12.ok.us,2600 Holly Road,Claremore,OK,74017,2600 Holly Road,Claremore,OK,74017,PK-05,42
ROGERS      ,CLAREMORE                     ,66-I001,135,CATALAYAH ES                  ,427,(918) 923-4307,Kellye Shuck,kshuck@claremore.k12.ok.us,2700 King Rd,Claremore,OK,74019,2700 King Rd,Claremore,OK,74019,PK-05,32
ROGERS      ,CLAREMORE                     ,66-I001,610,WILL ROGERS JHS               ,807,(918) 923-4205,Brian Young,jbyoung@claremore.k12.ok.us,1915 North Florence,Claremore,OK,74017,1915 North Florence,Claremore,OK,74017,8-Jun,69
ROGERS      ,CLAREMORE                     ,66-I001,705,CLAREMORE HS                  ,1266,(918) 923-4211,Kerri Garroutte,kgarroutte@claremore.k12.ok.us,201 Stuart Roosa,Claremore,OK,74017,201 Stuart Roosa,Claremore,OK,74017,12-Sep,93
ROGERS      ,CATOOSA                       ,66-I002,105,J. W. SAM ES                  ,324,(918) 266-8637,Angela Hobson,ahobson@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,Ok,74015,701 Rollins ,Catoosa,OK,74015,3-Feb,26
ROGERS      ,CATOOSA                       ,66-I002,110,CHEROKEE ES                   ,257,(918) 266-8630,Ben Malone,bmalone@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015,600 South Cherokee Street,Catoosa,OK,74015,5-Apr,24
ROGERS      ,CATOOSA                       ,66-I002,115,HELEN PAUL LEARNING CTR       ,403,(918) 266-8643,Sandee Cross,scross@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015,400 South Cherokee Street,Catoosa,OK,74015,PK-01,25
ROGERS      ,CATOOSA                       ,66-I002,510,WELLS MS                      ,434,(918) 266-8623,Joshua Brown,jbrown@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015,2000 South Cherokee Street,Catoosa,OK,74015,8-Jun,57
ROGERS      ,CATOOSA                       ,66-I002,705,CATOOSA HS                    ,603,(918) 266-8619,Darren Peaster,Dpeaster@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015,2000 South Cherokee Street,Catoosa,OK,74015,12-Sep,64
ROGERS      ,CHELSEA                       ,66-I003,110,ART GOAD ES                   ,428,(918) 789-2503,Zenda Willcut,zwillcut@chelseadragons.net,401 Redbud Lane,Chelsea,OK,74016,117 Ash St,Chelsea,OK,74016,PK-05,30
ROGERS      ,CHELSEA                       ,66-I003,510,CHELSEA MS                    ,186,(918) 789-2521,Howard Hill,hhill@chelseadragons.net,401 Redbud Lane,Chelsea,OK,74016,801 W 6th,Chelsea,OK,74016,8-Jun,26
ROGERS      ,CHELSEA                       ,66-I003,705,CHELSEA HS                    ,232,(918) 789-2533,Howard Hill,hhill@chelseadragons.net,401 Redbud Lane,Chelsea,OK,74016,801 W 6th,Chelsea,OK,74016,12-Sep,29
ROGERS      ,OOLOGAH-TALALA                ,66-I004,105,OOLOGAH-TALALA LOWER ES       ,451,(918) 443-6141,Crysti York,crysti.york@oologah.k12.ok.us,Post Office Box 189,Oologah,OK,74053,10700 South Hwy 169,Oologah,OK,74053,PK-02,33
ROGERS      ,OOLOGAH-TALALA                ,66-I004,205,OOLOGAH-TALALA UPPER ES       ,378,(918) 443-6041,Joan Ricks,joan.ricks@oologah.k12.ok.us,Post Office Box 189,Oologah,OK,74053,10700 South Hwy 169,Oologah,OK,74053,5-Mar,28
ROGERS      ,OOLOGAH-TALALA                ,66-I004,505,OOLOGAH-TALALA MS             ,360,(918) 443-6161,Kelli Dixon,kelli.dixon@oologah.k12.ok.us,Post Office Box 189,Oologah,OK,74053,10700 South Hwy 169,Oologah,OK,74053,8-Jun,41
ROGERS      ,OOLOGAH-TALALA                ,66-I004,705,OOLOGAH-TALALA HS             ,569,(918) 443-6211,Melissa Overcash,melissa.overcash@oologah.k12.ok.us,Post Office Box 189,Oologah,OK,74053,10700 South Hwy 169,Oologah,OK,74053,12-Sep,50
ROGERS      ,INOLA                         ,66-I005,105,INOLA ES                      ,596,(918) 543-2271,Rebecca Cutsinger,rcutsinger@inola.k12.ok.us,Post Office Box 909,Inola,OK,74036,450 NW B Street,Inola,OK,74036,PK-05,45
ROGERS      ,INOLA                         ,66-I005,515,INOLA MS                      ,308,(918) 543-2434,Jeff Unrau,junrau@inola.k12.ok.us,Post Office Box 819,Inola,OK,74036,803 E. Commercial Street,Inola,OK,74036,8-Jun,39
ROGERS      ,INOLA                         ,66-I005,715,INOLA HS                      ,407,(918) 543-2404,Paul Gruenberg,pgruenberg@inola.k12.ok.us,Post Office Box 789,Inola,OK,74036,801 E. Commerical Street,Inola,OK,74036,12-Sep,42
ROGERS      ,SEQUOYAH                      ,66-I006,105,SEQUOYAH ES                   ,666,(918) 341-6111,Lisa Tittle,lisa.tittle@sequoyaheagles.net,16441 South 4180 Road,Claremore,OK,74017,16441 South 4180 Road,Claremore,OK,74017,PK-05,44
ROGERS      ,SEQUOYAH                      ,66-I006,510,SEQUOYAH MS                   ,263,(918) 343-5105,Barry Bulman,barry.bulman@sequoyaheagles.net,16403 South 4180 Road,Claremore,OK,74017,16403 South 4180 Road,Claremore,OK,74017,8-Jun,32
ROGERS      ,SEQUOYAH                      ,66-I006,705,SEQUOYAH HS                   ,417,(918) 341-0642,Steve Johnson,steve.johnson@sequoyaheagles.net,16401 South 4180 Road,Claremore,OK,74017,16401 South 4180 Road,Claremore,OK,74017,12-Sep,40
ROGERS      ,FOYIL                         ,66-I007,105,FOYIL ES                      ,302,(918) 342-3310,Brad Jordan,bjordan@foyil.k12.ok.us,Post Office Box 49,Foyil,OK,74031,1700 East 4th Street,Foyil,OK,74031,PK-06,28
ROGERS      ,FOYIL                         ,66-I007,610,FOYIL JHS                     ,110,(918) 342-1782,Benny Ballard,bballard@foyil.k12.ok.us,Post Office Box 49,Foyil,OK,74031,1700 East 4th Street,Foyil,OK,74031,9-Jul,18
ROGERS      ,FOYIL                         ,66-I007,705,FOYIL HS                      ,102,(918) 342-1782,Benny Ballard,bballard@foyil.k12.ok.us,Post Office Box 49,Foyil,OK,74031,1700 East 4th Street,Foyil,OK,74031,12-Oct,20
ROGERS      ,VERDIGRIS                     ,66-I008,105,VERDIGRIS ES                  ,450,(918) 266-6333,Amy Moyer,amoyer@vps.k12.ok.us,8237 E 540 Rd,Claremore,OK,74019,8237 E 540 Rd,Claremore,OK,74019,PK-03,33
ROGERS      ,VERDIGRIS                     ,66-I008,305,VERDIGRIS UPPER ES            ,273,(918) 266-6333,Denton Holland,dholland@vps.k12.ok.us,8204 E. 540 Rd.,Claremore,OK,74019,8204 E. 540 Rd.,Claremore,OK,74019,6-Apr,26
ROGERS      ,VERDIGRIS                     ,66-I008,615,VERDIGRIS JHS                 ,311,(918) 266-6343,Gregory Kelley,gkelley@vps.k12.ok.us,26505 S. 4110 Rd.,Claremore,OK,74019,26505 S. 4110 Rd.,Claremore,OK,74019,9-Jul,36
ROGERS      ,VERDIGRIS                     ,66-I008,705,VERDIGRIS HS                  ,301,(918) 266-2336,Randy Risenhoover,rrisenhoover@vps.k12.ok.us,26505 S. 4110 Rd.,Claremore,OK,74019,26505 S. 4110 Rd.,Claremore,OK,74019,12-Oct,40
SEMINOLE    ,JUSTICE                       ,67-C054,105,JUSTICE PUBLIC SCHOOL         ,171,(405) 257-2962,Chris Jones,cjones@justice.k12.ok.us,36507 EW 1310,Wewoka,OK,74884,36507 EW 1310,Wewoka,OK,74884,PK-08,19
SEMINOLE    ,SEMINOLE                      ,67-I001,105,WILSON ES                     ,603,(405) 382-1431,Denese Cheatwood,dcheatwood@sps.k12.ok.us,Post Office Box 1031,Seminole,OK,74818,1400 N. Harding,Seminole,OK,74818,PK-03,39
SEMINOLE    ,SEMINOLE                      ,67-I001,110,NORTHWOOD ES                  ,390,(405) 382-5800,David Carter,dcarter@sps.k12.ok.us,Post Office Box 1031,Seminole,OK,74818,1001 Carson,Seminole,OK,74818,6-Apr,28
SEMINOLE    ,SEMINOLE                      ,67-I001,505,SEMINOLE MS                   ,231,(405) 382-5065,David Dean,ddean@sps.k12.ok.us,Post Office Box 1031,Seminole,OK,74818,618 Mike Snyder Ave,Seminole,OK,74818,8-Jul,32
SEMINOLE    ,SEMINOLE                      ,67-I001,715,SEMINOLE HS                   ,421,(405) 382-1415,Steven Osborn,sosborn@sps.k12.ok.us,Post Office Box 1031,Seminole,OK,74818,600 W. Strother,Seminole,OK,74818,12-Sep,45
SEMINOLE    ,WEWOKA                        ,67-I002,105,WEWOKA ES                     ,355,(405) 257-2341,Pat Hensley,pathensley@wps.k12.ok.us,Post Office Box 870,Wewoka,OK,74884,1000 S. Seminole,Wewoka,OK,74884,PK-05,30
SEMINOLE    ,WEWOKA                        ,67-I002,510,WEWOKA MS                     ,137,(405) 257-2347,Richard Jasna,rjasna@wps.k12.ok.us,PO Box 870,Wewoka,OK,74884,800 S. Ocheese,Wewoka,OK,74884,8-Jun,22
SEMINOLE    ,WEWOKA                        ,67-I002,705,WEWOKA HS                     ,175,(405) 257-5473,Steven Edwards,sedwards@wps.k12.ok.us,Post Office Box 870,Wewoka,OK,74884,1121 S. Okfuskee,Wewoka,OK,74884,12-Sep,24
SEMINOLE    ,BOWLEGS                       ,67-I003,105,BOWLEGS ES                    ,190,(405) 398-4322,Gary Mcnutt,gmcnutt@bowlegs.k12.ok.us,Post Office Box 88,Bowlegs,OK,74830,100 Bison Dr.,Bowlegs,OK,74830,PK-08,15
SEMINOLE    ,BOWLEGS                       ,67-I003,705,BOWLEGS HS                    ,83,(405) 398-4321,Sammye Davis,sdavis@bowlegs.k12.ok.us,Post Office Box 88,Bowlegs,OK,74830,100 Bison Dr.,Bowlegs,OK,74830,12-Sep,11
SEMINOLE    ,KONAWA                        ,67-I004,105,KONAWA ES                     ,324,(580) 925-3118,Kim Wilson,wilsonk@konawa.k12.ok.us,701 West South Street,Konawa,OK,74849,701 West South Street,Konawa,OK,74849,PK-05,28
SEMINOLE    ,KONAWA                        ,67-I004,510,KONAWA MS                     ,129,(580) 925-3221,Sean Walker,seanwalker@konawa.k12.ok.us,701 West South Street,Konawa,OK,74849,701 West South Street,Konawa,OK,74849,8-Jun,21
SEMINOLE    ,KONAWA                        ,67-I004,705,KONAWA HS                     ,210,(580) 925-3221,Karis Reavis,karisreavis@konawa.k12.ok.us,701 West South Street,Konawa,OK,74849,701 West South Street,Konawa,OK,74849,12-Sep,26
SEMINOLE    ,NEW LIMA                      ,67-I006,110,NEW LIMA ES                   ,235,(405) 257-3948,Rebeccah Green,bgreen@newlima.k12.ok.us,116 Gross Street,Wewoka,OK,74884,116 Gross Street,Wewoka,OK,74884,PK-08,20
SEMINOLE    ,NEW LIMA                      ,67-I006,705,NEW LIMA HS                   ,74,(405) 257-6431,Rhonda Barkhimer,rbarkhimer@newlima.k12.ok.us,116 Gross Street,Wewoka,OK,74884,116 Gross Street,Wewoka,OK,74884,12-Sep,17
SEMINOLE    ,VARNUM                        ,67-I007,105,VARNUM ES                     ,234,(405) 382-0812,Kevin Romine,kromine@varnum.k12.ok.us,11929 NS 3550,Seminole,OK,74868,11929 NS 3550,Seminole,OK,74868,PK-08,15
SEMINOLE    ,VARNUM                        ,67-I007,705,VARNUM HS                     ,81,(405) 382-1408,Kevin Romine,kromine@varnum.k12.ok.us,11929 NS 3550,Seminole,OK,74868,11929 NS 3550,Seminole,OK,74868,12-Sep,12
SEMINOLE    ,SASAKWA                       ,67-I010,105,SASAKWA ES                    ,122,(405) 941-3250,Brent Griffin,bgriffin@sasakwaschools.org,Post Office Box 323,Sasakwa,OK,74867,106 North Olive,Sasakwa,OK,74867,PK-08,12
SEMINOLE    ,SASAKWA                       ,67-I010,705,SASAKWA HS                    ,73,(405) 941-3250,Brent Griffin,brentgriffin13@hotmail.com,Post Office Box 323,Sasakwa,OK,74867,106 North Olive,Sasakwa,OK,74867,12-Sep,11
SEMINOLE    ,STROTHER                      ,67-I014,105,STROTHER ES                   ,288,(405) 382-4014,Connie Dotson,c.dotson@strother.k12.ok.us,36085 EW 1140,Seminole,OK,74868,36085 EW 1140,Seminole,OK,74868,PK-08,27
SEMINOLE    ,STROTHER                      ,67-I014,705,STROTHER HS                   ,137,(405) 382-4014,Connie Dotson,c.dotson@strother.k12.ok.us,36085 EW 1140,Seminole,OK,74868,36085 EW 1140,Seminole,OK,74868,12-Sep,15
SEMINOLE    ,BUTNER                        ,67-I015,105,BUTNER ES                     ,164,(405) 944-5526,Melissa Walden,mwalden@butner.k12.ok.us,Post Office Box 157,Cromwell,OK,74837,Hwy 56 and Yahola,Cromwell,OK,74837,PK-08,19
SEMINOLE    ,BUTNER                        ,67-I015,705,BUTNER HS                     ,63,(405) 944-5526,Melissa Walden,mwalden@butner.k12.ok.us,Post Office Box 157,Cromwell,OK,74837,Hwy 56 and Yahola,Cromwell,OK,74837,12-Sep,12
SEQUOYAH    ,LIBERTY                       ,68-C001,105,LIBERTY PUBLIC SCHOOL         ,338,(918) 427-3808,Jeff Neighbors,jneighbors@liberty.seq.k12.ok.us,Post Office Box 1408,Roland,OK,74954,476490 E. 1060 ROAD,MULDROW,OK,74948,PK-08,24
SEQUOYAH    ,MARBLE CITY                   ,68-C035,105,MARBLE CITY PUBLIC SCHOOL     ,93,(918) 775-2135,Bill London,blondon@mcps.k12.ok.us,Post Office Box 10,Marble City,OK,74945,95266 S. 4610 Rd,Marble City,OK,74945,PK-08,10
SEQUOYAH    ,BRUSHY                        ,68-C036,105,BRUSHY PUBLIC SCHOOL          ,419,(918) 775-4458,Greg Reynolds,greynolds@brushy.k12.ok.us,100968 S 4650 Rd,Sallisaw,OK,74955,100968 S 4650 Rd,Sallisaw,OK,74955,PK-08,20
SEQUOYAH    ,BELFONTE                      ,68-C050,105,BELFONTE PUBLIC SCHOOL        ,104,(918) 427-3522,Paul Pinkerton,ppinkerton@belfonte.k12.ok.us,475751 State Highway 101,Muldrow,OK,74948,475751 State Highway 101,Muldrow,OK,74948,PK-08,10
SEQUOYAH    ,BELFONTE                      ,68-C050,110,BELFONTE BELL ES (ADAIR CNTY) ,90,(918) 696-7181,Tony Davidson,tdavidson@belfonte.k12.ok.us,Rt. 5 box 4470,Stilwell,OK,74960,Rt. 5 box 4470,Stilwell,OK,74960,PK-08,12
SEQUOYAH    ,MOFFETT                       ,68-C068,105,MOFFETT PUBLIC SCHOOL         ,369,(918) 875-3668,Lance Stuart,lstuart@moffett.k12.ok.us,Post Office Box 180,Moffett,OK,74946,701 Belt Ave.,Moffett,OK,74946,PK-08,24
SEQUOYAH    ,SALLISAW                      ,68-I001,105,LIBERTY ES                    ,559,(918) 775-4741,Toni Jasna,tjasna@sallisaw.k12.ok.us,136 South Dogwood Street,Sallisaw,OK,74955-9304,136 South Dogwood Street,Sallisaw,OK,74955-9304,PK-02,38
SEQUOYAH    ,SALLISAW                      ,68-I001,110,EASTSIDE ES                   ,440,(918) 775-9491,Chad Jasna,cjasna@sallisaw.k12.ok.us,1206 East Creek Avenue,Sallisaw,OK,74955-9304,1206 East Creek Avenue,Sallisaw,OK,74955-9304,5-Mar,31
SEQUOYAH    ,SALLISAW                      ,68-I001,510,SALLISAW MS                   ,404,(918) 775-3015,Greg Cast,gcast@sallisaw.k12.ok.us,2101 West Ruth Street,Sallisaw,OK,74955-9304,2101 West Ruth Street,Sallisaw,OK,74955-9304,8-Jun,46
SEQUOYAH    ,SALLISAW                      ,68-I001,705,SALLISAW HS                   ,594,(918) 775-7761,Ernie Martens,emartens@sallisaw.k12.ok.us,2301 West Ruth Street,Sallisaw,OK,74955-9304,2301 West Ruth Street,Sallisaw,OK,74955-9304,12-Sep,62
SEQUOYAH    ,VIAN                          ,68-I002,105,VIAN ES                       ,484,(918) 773-5311,Kathy Wingo,kwingo@vian.k12.ok.us,Post Office Box 434,Vian,OK,74962,301 West Hunter,Vian,OK,74962,PK-05,29
SEQUOYAH    ,VIAN                          ,68-I002,505,VIAN MS                       ,203,(918) 773-8631,Marilyn Oliver,olivermm@vian.k12.ok.us,Post Office Box 434,Vian,OK,74962,301 West Hunter,Vian,OK,74962,8-Jun,29
SEQUOYAH    ,VIAN                          ,68-I002,705,VIAN HS                       ,259,(918) 773-5475,Richard Moseley,rmoseley@vian.k12.ok.us,Post Office Box 434,Vian,OK,74962,301 West Hunter,Vian,OK,74962,12-Sep,31
SEQUOYAH    ,MULDROW                       ,68-I003,110,MULDROW ES                    ,504,(918) 427-3316,Tammy Hall,tammie.hall@staff.muldrowps.org,PO BOX 550,Muldrow,OK,74948,101 South Main,Muldrow,OK,74948,PK-04,44
SEQUOYAH    ,MULDROW                       ,68-I003,510,MULDROW MS                    ,393,(918) 427-5421,Angela Williams,angela.williams@staff.muldrowps.org,PO BOX 660,Muldrow,OK,74948,700 West Shawntel Smith Blvd,Muldrow,OK,74948,8-May,42
SEQUOYAH    ,MULDROW                       ,68-I003,705,MULDROW HS                    ,524,(918) 427-3274,Randy Martin,randy.martin@staff.muldrowps.org,PO BOX 660,Muldrow,OK,74948,801 West Shawntel Smith Blvd,Muldrow,OK,74948,12-Sep,46
SEQUOYAH    ,GANS                          ,68-I004,105,GANS ES                       ,272,(918) 775-2236,Regina Brannon,gbrannon@gans.k12.ok.us,Post Office Box 70,Gans,OK,74936,204 N. Stacy,Gans,OK,74936,PK-08,24
SEQUOYAH    ,GANS                          ,68-I004,715,GANS HS                       ,148,(918) 775-2236,Shawn Gillespie,sgillespie@gans.k12.ok.us,Post Office Box 70,Gans,OK,74936,204 N. Stacy,Gans,OK,74936,12-Sep,18
SEQUOYAH    ,ROLAND                        ,68-I005,105,ROLAND ES                     ,451,(918) 427-5993,Lori Wiggins,lwiggins@rolandschools.org,300 Ranger Boulevard,Roland,OK,74954,300 Ranger Boulevard,Roland,OK,74954,PK-06,38
SEQUOYAH    ,ROLAND                        ,68-I005,610,ROLAND JHS                    ,230,(918) 427-4631,Angie Good,agoode@rolandschools.org,300 Ranger Boulevard,Roland,OK,74954,300 Ranger Boulevard,Roland,OK,74954,9-Jul,32
SEQUOYAH    ,ROLAND                        ,68-I005,705,ROLAND HS                     ,266,(918) 427-7419,Keli Harrell,kharrell@rolandschools.org,300 Ranger Boulevard,Roland,OK,74954,300 Ranger Boulevard,Roland,OK,74954,12-Oct,35
SEQUOYAH    ,GORE                          ,68-I006,105,GORE ES                       ,253,(918) 489-5638,Tonya Pugh,pught@gorepublicschools.org,504 North Winn,Gore,OK,74435,504 North Winn,Gore,OK,74435,PK-05,19
SEQUOYAH    ,GORE                          ,68-I006,115,GORE UPPER ES                 ,115,(918) 489-5587,James Bliss,jbliss@gorepublicschools.org,1200 North Highway 10,Gore,OK,74435,1200 North Highway 10,Gore,OK,74435,8-Jun,21
SEQUOYAH    ,GORE                          ,68-I006,715,GORE HS                       ,149,(918) 489-5587,James Bliss,jbliss@gorepublicschools.org,1200 North Highway 10,Gore,OK,74435,1200 North Highway 10,Gore,OK,74435,12-Sep,25
SEQUOYAH    ,CENTRAL                       ,68-I007,105,CENTRAL ES                    ,307,(918) 775-2216,Beverly Cawhorn,bscawhorn@centralps.k12.ok.us,108089 South 4670 Road,Sallisaw,OK,74955,108089 South 4670 Road,Sallisaw,OK,74955,PK-08,37
SEQUOYAH    ,CENTRAL                       ,68-I007,705,CENTRAL HS                    ,179,(918) 775-5525,John Speir,jspeir@centralps.k12.ok.us,108089 South 4670 Road,Sallisaw,OK,74955,108089 South 4670 Road,Sallisaw,OK,74955,12-Sep,26
STEPHENS    ,GRANDVIEW                     ,69-C082,105,GRANDVIEW PUBLIC SCHOOL       ,146,(580) 439-2467,Gary Wade,garywade@grandviewschool.k12.ok.us,Box 277062 E. 1840 Rd.,Comanche,OK,73529,Box 277062 E. 1840 Rd.,Comanche,OK,73529,PK-08,8
STEPHENS    ,DUNCAN                        ,69-I001,110,EMERSON ES                    ,422,(580) 255-7146,Koree Goldsmith,koree.goldsmith@duncanps.org,Post Office Box 1548,Duncan,OK,73534,1200 West Hickory,Duncan,OK,73533,KG-05,29
STEPHENS    ,DUNCAN                        ,69-I001,125,HORACE MANN ES                ,426,(580) 255-6530,Vicki Nighswonger,vicki.nighswonger@duncanps.org,Post Office Box 1548,Duncan,OK,73534,1201 Whisenant Street,Duncan,OK,73533,KG-05,32
STEPHENS    ,DUNCAN                        ,69-I001,130,WILL ROGERS PRE-K CTR         ,202,(580) 255-9012,Mona Evans,mona.evans@duncanps.org,Post Office Box 1548,Duncan,OK,73534,1413 North 13th,Duncan,OK,73533,PK-PK,11
STEPHENS    ,DUNCAN                        ,69-I001,135,MARK TWAIN ES                 ,188,(580) 255-1324,Ralph Conway,bud.conway@duncanps.org,Post Office Box 1548,Duncan,OK,73534,2204 West Oak Avenue,Duncan,OK,73533,KG-05,20
STEPHENS    ,DUNCAN                        ,69-I001,140,WOODROW WILSON ES             ,287,(580) 255-8107,Cassie Berthold,cassie.berthold@duncanps.org,Post Office Box 1548,Duncan,OK,73534,700 East Chestnut,Duncan,OK,73533,KG-05,24
STEPHENS    ,DUNCAN                        ,69-I001,145,PLATO ES                      ,305,(580) 255-6167,Brandy Peters,brandy.peters@duncanps.org,Post Office Box 1548,Duncan,OK,73534,1011 W. Plato Road,Duncan,OK,73533,KG-05,23
STEPHENS    ,DUNCAN                        ,69-I001,505,DUNCAN MS                     ,707,(580) 470-8106,Wade Hampton,wade.hampton@duncanps.org,Post Office Box 1548,Duncan,OK,73534,601 Chisholm Trail Parkway,Duncan,OK,73533,8-Jun,59
STEPHENS    ,DUNCAN                        ,69-I001,705,DUNCAN HS                     ,947,(580) 255-0700,Kelly Trinidad,kelly.trinidad@duncanps.org,Post Office Box 1548,Duncan,OK,73534,515 North 19th,Duncan,OK,73533,12-Sep,84
STEPHENS    ,COMANCHE                      ,69-I002,105,COMANCHE ES                   ,430,(580) 439-2911,Robin Troutman,rtroutman@comanche.k12.ok.us,1030 Ash Avenue,Comanche,OK,73529,1030 Ash Avenue,Comanche,OK,73529,PK-05,32
STEPHENS    ,COMANCHE                      ,69-I002,510,COMANCHE MS                   ,235,(580) 439-2922,Brent Crow,bcrow@comanche.k12.ok.us,1030 Ash Avenue,Comanche,OK,73529,1030 Ash Avenue,Comanche,OK,73529,8-Jun,31
STEPHENS    ,COMANCHE                      ,69-I002,705,COMANCHE HS                   ,313,(580) 439-2933,Steven Dunham,sdunham@comanche.k12.ok.us,1030 Ash Avenue,Comanche,OK,73529,1030 Ash Avenue,Comanche,OK,73529,12-Sep,32
STEPHENS    ,MARLOW                        ,69-I003,105,MARLOW ES                     ,737,(580) 658-3216,Kim Kizarr,kekizarr@marlow.k12.ok.us,Post Office Box 73,Marlow,OK,73055,408 Terry Brown Ave.,Marlow,OK,73055,PK-05,51
STEPHENS    ,MARLOW                        ,69-I003,505,MARLOW MS                     ,314,(580) 658-2619,Ross Ridge,rridge@marlow.k12.ok.us,Post Office Box 73,Marlow,OK,73055,201 S. 9th Street,Marlow,OK,73055,8-Jun,34
STEPHENS    ,MARLOW                        ,69-I003,705,MARLOW HS                     ,377,(580) 658-2718,Bryan Brantley,bbrantley@marlow.k12.ok.us,Post Office Box 73,Marlow,OK,73055,510 West Main Street,Marlow,OK,73055,12-Sep,43
STEPHENS    ,VELMA-ALMA                    ,69-I015,105,VELMA-ALMA ES                 ,219,(580) 444-3357,Shannon Williams,swilliams@velma-alma.k12.ok.us,Post Office Box 8,Velma,OK,73491,901 Main Street,Velma,OK,73491,PK-05,20
STEPHENS    ,VELMA-ALMA                    ,69-I015,505,VELMA-ALMA MS                 ,108,(580) 444-3356,Mike Thompson,mthompson@velma-alma.k12.ok.us,Post Office Box 8,Velma,OK,73491,901 Main Street,Velma,OK,73491,8-Jun,18
STEPHENS    ,VELMA-ALMA                    ,69-I015,715,VELMA-ALMA HS                 ,108,(580) 444-3356,Mike Thompson,mthompson@velma-alma.k12.ok.us,Post Office Box 8,Velma,OK,73491,901 Main Street,Velma,OK,73491,12-Sep,19
STEPHENS    ,EMPIRE                        ,69-I021,105,EMPIRE ES                     ,283,(580) 255-4150,Josh Skiles,jskiles@empireschools.org,276803 E. 1760 Road,Duncan,OK,73533,276803 E. 1760 Road,Duncan,OK,73533,PK-05,24
STEPHENS    ,EMPIRE                        ,69-I021,505,EMPIRE MS                     ,124,(580) 255-7515,Jodie Roberts,jroberts@empireschools.org,276803 E. 1760 Road,Duncan,OK,73533,276803 E. 1760 Road,Duncan,OK,73533,8-Jun,22
STEPHENS    ,EMPIRE                        ,69-I021,715,EMPIRE HS                     ,133,(580) 255-7515,Jodie Roberts,jroberts@empireschool.org,276803 E. 1760 Road,Duncan,OK,73533,276803 E. 1760 Road,Duncan,OK,73533,12-Sep,20
STEPHENS    ,CENTRAL HIGH                  ,69-I034,105,CENTRAL HIGH ES               ,226,(580) 658-2970,Leann Johnson,ljohnson@central.k12.ok.us,274801 BRONCHO RD,Marlow,OK,73055,274801 BRONCHO RD,Marlow,OK,73055,PK-06,20
